DNI,Asegurado,FecNac,SEXO,CPP,síntomas,enfermedad detectada,Distrito
60881398.0,Ángel Andrés Rojas Torres,2001-01-01,F,SAN JOSE DE LIRIO,"dolor de cabeza, mareos",Hipertensión,Cutervo
17092024.0,Luis Raúl Mendoza Silva,1997-03-12,M,JR. SAENS PEÑA NRO. PUERTA SN PISO.01,,,Cutervo
55811909.0,Miguel Eduardo Herrera Flores,1971-03-23,F,CALLAYUC,"tos seca, pérdida de olfato, dificultad para respirar",COVID-19,Cutervo
30245795.0,Fernando Natalia Torres Martínez,2003-11-27,M,SAN JUAN DE CHORRILLOS,dolor de cabeza,Gastritis,Cutervo
56612807.0,Luis Gloria López Rojas,1995-07-01,F,CHURAZ,"estornudos, ojos llorosos",Gripe,Cutervo
72498898.0,Jorge Raúl Delgado Herrera,2016-08-30,F,OTRO. CAMINO AL PUESTO DE SALUD NRO. PUERTA SN PISO.01,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
75705103.0,Jorge Marco Silva Delgado,1975-09-16,M,CASERIO SAN JOSE,"náuseas, sensibilidad a la luz",Migraña,Cutervo
10321610.0,Fernando Raúl Ramírez Gutiérrez,2013-04-22,F,CUCHEA,"opresión en el pecho, dificultad para respirar",Asma,Cutervo
69210927.0,Jorge Carolina Rojas Mendoza,1941-08-23,F,OTRO. CHURAZ NRO. PUERTA SN PISO.01,,,Cutervo
33277791.0,María Mónica Rodríguez Ramírez,1991-08-03,F,LA UNION,"congestión nasal, tos, fiebre",Gripe,Cutervo
74205543.0,Marta Natalia González Delgado,2015-12-30,F,CASERIO SAN JUAN,"fiebre, congestión nasal",Gripe,Cutervo
73708189.0,María Luisa Herrera Castillo,1986-12-24,F,COMUNIDAD SAN ISIDRO,"sibilancias, opresión en el pecho",Asma,Cutervo
95148509.0,Carlos Diego Sánchez Rojas,1951-09-01,F,CALLAYUC,"ojos llorosos, estornudos, picazón",Alergia,Cutervo
37682296.0,Juan Eduardo Flores Herrera,2010-08-08,F,CASERIO CHONTAS BAJAS,"dolor de garganta, tos",Alergia,Cutervo
77676232.0,Verónica Laura García Delgado,1948-09-15,F,EL CUMBE,"fiebre, dificultad para respirar",COVID-19,Cutervo
13063375.0,Juan Claudia Herrera Rojas,2006-02-05,F,LA PACCHA MIRAFLORES,"fiebre, tos, dolor de garganta",Gripe,Cutervo
85549345.0,Marta Raúl Cruz Sánchez,1996-12-10,M,C.P.EL CUMBE,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
36363299.0,Carmen Héctor Silva Rodríguez,1963-07-20,M,EL CUMBE,"mareos, visión borrosa",Hipertensión,Cutervo
85383290.0,Juan Héctor García Herrera,1981-05-19,M,EL CUMBE,"fiebre, tos, dolor de garganta",Gripe,Cutervo
18834119.0,Miguel Claudia Rojas Castillo,2017-03-30,M,OTRO. SECTOR EL CAMPO NRO. PUERTA SN PISO.02,"dolor abdominal, acidez estomacal",Gastritis,Cutervo
52328143.0,Verónica Pablo Torres Rojas,2016-09-23,M,OTRO EL PORVENIR NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Cutervo
15861804.0,Marta Claudia Vargas Rojas,1993-06-27,M,,"dificultad para respirar, pérdida de olfato, fiebre",COVID-19,Cutervo
32759663.0,María Laura Gutiérrez Mendoza,1960-01-16,M,CASERIO SAN ISIDRO,"picazón, estornudos",Alergia,Cutervo
56112399.0,Carmen Marco Gutiérrez Vargas,1999-08-29,M,OTRO FERNTE A LA CARRETERA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"estornudos, ojos llorosos, picazón",Alergia,Cutervo
87872543.0,María Natalia Pérez González,2004-11-21,F,POSA SECA,"picazón, ojos llorosos, estornudos",Alergia,Cutervo
82045653.0,Marta Isabel Pérez Rojas,2002-03-11,M,CASERIO YAPANA,"tos, congestión nasal",Gripe,Cutervo
45039348.0,Jorge Laura Flores Castillo,1954-08-20,M,OTRO LADERA DEL CERRO PABELLON SN   PISO 01,"opresión en el pecho, dificultad para respirar",Asma,Cutervo
56836761.0,Carlos Héctor González Rodríguez,1994-03-06,M,,dolor de cabeza,,Cutervo
97026027.0,José Eduardo Ramírez Rojas,2006-02-06,F,CASERIO SAN ISIDRO,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
63641199.0,Rosa Natalia Sánchez Silva,1957-11-04,M,EL CUMBE,"pérdida de olfato, tos seca, dificultad para respirar",COVID-19,Cutervo
80140540.0,Marta Laura Mendoza Rodríguez,1967-02-25,M,OTRO VILUCO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Cutervo
93233117.0,Lucía Alberto Martínez García,1993-01-17,M,CAS SAN ISIDRO,"micción frecuente, cansancio, sed excesiva",Diabetes,Cutervo
48654879.0,Sandra Roberto García Flores,2016-11-30,F,OTRO. SAN FRANCISCO NRO. PUERTA SN PISO.01,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Cutervo
68897554.0,Patricia Roberto Silva Rodríguez,2016-12-29,F,OTRO. HUABAL NRO. PUERTA SN PISO.01,,Gripe,Cutervo
98746964.0,Verónica Sara Castillo Gutiérrez,2022-12-14,F,CAS. CHURAZ,"estornudos, picazón",Diabetes,Cutervo
80099757.0,Ana Roberto Mendoza Rodríguez,2017-02-09,M,OTRO. SANTA TERESA DE QUEROMARCA NRO. PUERTA SN PISO.01,"náuseas, sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
96446263.0,Rosa David Torres Vargas,2016-06-11,F,SAENZ PEÑA SN,,,Cutervo
29312392.0,Ana Alberto Pérez Martínez,1982-03-10,F,EL SALLEF,"dificultad para respirar, pérdida de olfato, tos seca",COVID-19,Cutervo
41748150.0,Carmen Luisa Castillo Sánchez,1989-04-05,M,CP.EL CUMBE,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
43371075.0,Juan Raúl Silva Herrera,1997-01-02,M,OTRO. SANTA CLARA NRO. PUERTA SN PISO.03,"opresión en el pecho, sibilancias",Asma,Cutervo
32323724.0,Verónica Sara García Martínez,2022-09-27,M,cas. san juan de chorrillos,"dolor de cabeza, mareos",Hipertensión,Cutervo
61326268.0,Miguel Eduardo Paredes Flores,1973-09-14,M,CASERIO PUQUIO,,,Cutervo
60200170.0,Carlos Andrés Vargas Rodríguez,1999-09-18,M,CASERIO SAN JUAN,"micción frecuente, sed excesiva",Diabetes,Cutervo
42049814.0,Sandra Eduardo López García,1986-06-20,F,LA LIBERTAD,"náuseas, sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
53370179.0,Yolanda Sara Ramírez Paredes,1956-01-06,F,OTRO. SECTOR LOS CEDROS PISO.01,"visión borrosa, mareos, dolor de cabeza",Hipertensión,Cutervo
74016422.0,Miguel Olga López Paredes,1999-09-02,F,EL CUMBE,"micción frecuente, cansancio, sed excesiva",Diabetes,Cutervo
57400674.0,Patricia Sara Rodríguez Paredes,1989-02-05,M,CASERIO YAPANA,"tos seca, fiebre, dificultad para respirar",COVID-19,Cutervo
21371238.0,Carmen Sara Torres Herrera,1981-06-15,M,VISTA ALEGRE,"sed excesiva, micción frecuente",Migraña,Cutervo
92581145.0,Jesús Olga Mendoza Pérez,2006-03-19,M,CHURAZ,"sibilancias, dificultad para respirar",Asma,Cutervo
48526252.0,José Sara Herrera Silva,1964-04-21,F,CALLAYUC,,Gastritis,Cutervo
48477137.0,José Andrés Herrera Ramírez,2005-06-12,M,CASERIO TOCHIPAMPA,"sibilancias, opresión en el pecho",Asma,Cutervo
44401576.0,Verónica Olga Cruz Castillo,1999-10-28,M,LLANGUA,"náuseas, sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
52795821.0,Verónica Carolina Castillo Mendoza,2011-05-29,F,san juan chorrillos,dolor de cabeza,,Cutervo
49840589.0,Yolanda Roberto Paredes Vargas,2001-01-01,F,SAN JOSE,"opresión en el pecho, dificultad para respirar",Asma,Cutervo
81101833.0,Miguel Claudia González Silva,2017-12-10,M,OTRO. CHONTAS ALTAS NRO. PUERTA SN PISO.02,"visión borrosa, mareos",Hipertensión,Cutervo
99030807.0,Luis David Paredes Mendoza,2006-08-19,F,OTRO VILUCO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"acidez estomacal, dolor abdominal",Gastritis,Cutervo
41307035.0,María Flores Rodríguez,1961-12-16,M,EL CUMBE,"fiebre, pérdida de olfato, dificultad para respirar",COVID-19,Cutervo
46557880.0,José Mónica Cruz Silva,1999-09-20,M,OTRO. PORVENIR NRO. PUERTA SN PISO.01,"picazón, estornudos",Alergia,Cutervo
29272753.0,Rosa Andrés González Rojas,2006-10-10,F,CASERIO PUQUIO,"opresión en el pecho, sibilancias",Asma,Cutervo
11618611.0,María Olga Martínez Sánchez,2016-11-14,F,CALLE COMERCIO NRO.SN BLOQUE. PISO.02 INTERIOR.  MZA.  LOTE.,fiebre,,Cutervo
91631583.0,Ana Roberto García Torres,1986-02-03,F,CASERIO SAN JOSE,"dificultad para respirar, sibilancias",Asma,Cutervo
61632511.0,Rosa Carolina Mendoza Martínez,1981-07-25,M,EL CUMBE,"acidez estomacal, náuseas",Gastritis,Cutervo
68055748.0,María Andrés Mendoza Cruz,1952-03-30,M,CASERIO SAN ISIDRO,,,Cutervo
10836375.0,Lucía Raúl López Gutiérrez,2011-09-15,M,SAN JUAN DE CHORRILLOS,"sed excesiva, micción frecuente",Diabetes,Cutervo
34395355.0,Verónica Héctor Torres Delgado,1954-12-12,F,CASERIO PORVENIR,visión borrosa,Hipertensión,Cutervo
46228581.0,Juan Alberto Rodríguez Mendoza,1990-08-06,M,JR COMERCIO SN,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
98874370.0,Miguel Pablo Vargas Delgado,1966-05-10,M,OTRO SAN JOSE NRO.SN BLOQUE. PISO.02 INTERIOR.  MZA.  LOTE.,"opresión en el pecho, dificultad para respirar, sibilancias",Asma,Cutervo
62874468.0,Luis Isabel Delgado Vargas,1998-10-30,F,CASERIO YAPANA,"sed excesiva, micción frecuente, cansancio",Diabetes,Cutervo
21214690.0,Fernando Laura Pérez Vargas,2003-01-22,M,OTRO. CHIPLE NRO. PUERTA SN PISO.01 INTERIOR. 000,fiebre,Alergia,Cutervo
97308810.0,Rosa Olga Vargas Paredes,1967-05-31,M,CASERIO BATANCILLO,"visión borrosa, mareos",Hipertensión,Cutervo
82320050.0,María González Herrera,1950-02-15,M,C.P.EL CUMBE,"dolor de cabeza, mareos",Hipertensión,Cutervo
60618329.0,Carmen Mónica Herrera Silva,2008-04-18,M,BATANCILLO,"dificultad para respirar, sibilancias",Asma,Cutervo
33099996.0,Carlos Gloria Gutiérrez Rodríguez,2016-11-15,F,OTRO. HUABAL NRO. PUERTA SN PISO.01,ojos llorosos,Alergia,Cutervo
16848792.0,Ana Alberto Flores Rojas,1985-02-10,M,OTRO. CUCHEA NRO. PUERTA SN PISO.01,"dolor de garganta, congestión nasal",Gripe,Cutervo
59370611.0,Carlos Carolina Ramírez Vargas,1994-09-27,M,GRAMALOTILLO,"náuseas, dolor abdominal",Diabetes,Cutervo
50789160.0,Sandra Claudia Rojas Silva,1960-01-24,M,CASERIO SANTA RITA,"ojos llorosos, estornudos, picazón",Alergia,Cutervo
26391916.0,Luis Olga Delgado Paredes,2002-06-09,M,CHURAS,"cansancio, sed excesiva",Diabetes,Cutervo
31631137.0,Luis Gloria Vargas Rojas,2007-02-09,M,CASERIO EL CUMBE,"sibilancias, opresión en el pecho, dificultad para respirar",Asma,Cutervo
95335279.0,Miguel Andrés Mendoza Delgado,2001-01-04,M,EL CUMBE,"tos seca, fiebre",COVID-19,Cutervo
85554394.0,Ana Isabel López Delgado,1985-01-06,M,,,,Cutervo
43868300.0,Jesús Eduardo Martínez Sánchez,2005-04-27,M,CASERIO CHONTAS,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
74855478.0,Jorge Gloria Pérez Cruz,1976-11-04,F,OTRO RIVERA DEL RIO EL CUMBE SN   PISO 01,,,Cutervo
70019370.0,Patricia Raúl Delgado González,1966-11-01,M,SAN JOSE,"opresión en el pecho, sibilancias",Asma,Cutervo
83646095.0,José Héctor Herrera Silva,2015-12-29,F,OTRO. UNION SAN JOSE NRO. PUERTA SN PISO.01,,,Cutervo
72332215.0,Juan Raúl Pérez Castillo,2021-07-17,F,CASERIO FILADELFIA,tos,,Cutervo
78458463.0,José Vargas López,2004-07-30,F,CALLAYUC,"dificultad para respirar, sibilancias",Asma,Cutervo
13492702.0,Luis Natalia Gutiérrez Cruz,2017-09-20,F,OTRO. CHONTAS ALTAS NRO. PUERTA SN PISO.01,"fiebre, congestión nasal",Gripe,Cutervo
79196765.0,Jorge Natalia Ramírez Herrera,1964-01-02,M,EL CUMBE,"tos, fiebre, congestión nasal",Gripe,Cutervo
43885249.0,Fernando Olga Flores Ramírez,1984-10-29,F,EL CUMBE,"estornudos, ojos llorosos, picazón",Alergia,Cutervo
67826137.0,Carlos Laura González Silva,1988-11-12,M,SAN ISIDRO,,Gastritis,Cutervo
18916176.0,Luis Pablo Mendoza Gutiérrez,1981-07-11,F,OTRO. SAN FRANCISCO NRO. PUERTA SN PISO.01,"estornudos, picazón, ojos llorosos",Alergia,Cutervo
17106349.0,Pedro Luisa Flores Pérez,1974-09-19,M,OTRO FRENTE A LA IGLESIA ADVEN SN   PISO 01,"sensibilidad a la luz, náuseas",Migraña,Cutervo
32752722.0,Yolanda Natalia López Rodríguez,2020-11-04,M,c.p el cumbe,opresión en el pecho,COVID-19,Cutervo
41042903.0,Carlos Alberto Mendoza González,2019-05-25,F,QUEROMARCA,"náuseas, sensibilidad a la luz",Migraña,Cutervo
21282721.0,Luis Isabel Delgado Torres,1968-12-04,M,CASERIO CHURAZ,fiebre,,Cutervo
39939022.0,Lucía Raúl López Mendoza,2012-05-24,F,OTRO. COSTADO DE LA CASA COMUNAL NRO. PUERTA SN PISO.01,"dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
25836498.0,Juan Gloria González Mendoza,2012-09-24,M,CASERIO BATANCILLO,mareos,Hipertensión,Cutervo
64212773.0,Juan Pablo Castillo Flores,2017-05-11,F,OTRO. TUPAC AMARU NRO. PUERTA SN PISO.01,"sibilancias, dificultad para respirar",Asma,Cutervo
60479913.0,Marta Claudia Sánchez González,1994-07-01,F,,"tos, fiebre",Gripe,Cutervo
84083218.0,Fernando Sara García Torres,2015-09-27,M,OTRO YAPANA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,náuseas,Diabetes,Cutervo
73722240.0,Juan Alberto Ramírez Herrera,2013-10-25,M,VISTA ALEGRE,"dolor de garganta, fiebre, congestión nasal",Gripe,Cutervo
42845056.0,Fernando Andrés Ramírez López,2002-09-21,F,CALLE. SAN MARTIN NRO. PUERTA SN PISO.01,"sed excesiva, cansancio, micción frecuente",Diabetes,Cutervo
33839370.0,Patricia Natalia López González,1996-06-27,F,,tos,,Cutervo
91752634.0,Ángel Diego Sánchez Rodríguez,1991-03-05,M,UNION SAN JOSE,"tos seca, dificultad para respirar, pérdida de olfato",COVID-19,Cutervo
62077881.0,Jesús Castillo Pérez,1974-05-12,F,OTRO. CARRETERA A MERENDANA NRO. PUERTA SN PISO.02,"sed excesiva, cansancio, micción frecuente",Diabetes,Cutervo
58922752.0,José Gloria Mendoza Gutiérrez,2021-03-22,F,CASERIO BATANCILLO,"dolor de garganta, fiebre, congestión nasal",Gripe,Cutervo
39468044.0,Miguel Olga Flores Martínez,2012-11-02,M,FILA  ALATA,"dificultad para respirar, fiebre",COVID-19,Cutervo
88522331.0,Ana Olga Vargas García,1941-08-23,F,OTRO. CHURAZ NRO. PUERTA SN PISO.01,,,Cutervo
42988254.0,Jesús Pablo Ramírez Torres,1993-02-15,F,OTRO. SAN JUAN BAUTISTA NRO. PUERTA SN PISO.01,"fiebre, congestión nasal, tos",Gripe,Cutervo
10355533.0,Carlos Laura Rojas Pérez,1963-10-29,M,OTRO CAMINO A FLOR DE LIRIO SN   PISO 01,,Diabetes,Cutervo
90968213.0,Verónica Isabel Ramírez Torres,2016-09-29,F,CASERIO SAN ANTONIO DE VILUCO,"dolor de cabeza, mareos",Hipertensión,Cutervo
29987147.0,Carlos Pérez Mendoza,1993-11-15,M,SAN ISIDRO,tos,,Cutervo
77697481.0,Luis Héctor Castillo Rojas,2020-08-21,F,,"cansancio, micción frecuente",Diabetes,Cutervo
31378085.0,Luis Andrés Rodríguez Castillo,2011-09-10,M,SAN ISIDRO,sensibilidad a la luz,Alergia,Cutervo
63225969.0,Lucía Raúl Rojas Ramírez,2000-01-13,F,CP EL CUMBE,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
87080134.0,Rosa Claudia Paredes Herrera,1997-12-01,M,OTRO. CHORRILLOS NRO. PUERTA SN PISO.01,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
84530658.0,Juan Diego Silva Cruz,2013-07-29,M,SAN JUAN BAUTISTA,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Cutervo
18671160.0,Lucía Raúl Flores Mendoza,2015-09-11,F,CARR. SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"dolor de cabeza, visión borrosa",Hipertensión,Cutervo
91716351.0,Yolanda Héctor Pérez Ramírez,1942-04-15,M,CASERIO BATANCILLO,"estornudos, ojos llorosos",Alergia,Cutervo
48633524.0,Jesús Natalia González Paredes,1994-10-07,F,CASERIO SAN ISIDRO,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
55720661.0,Sandra Claudia Rojas Sánchez,2011-03-13,F,CASERIO CHONTAS BAJAS,fiebre,,Cutervo
22173628.0,Lucía Sara Silva Rojas,1981-03-28,F,CALLAYUC,"acidez estomacal, náuseas, dolor abdominal",Gastritis,Cutervo
47801132.0,Rosa Eduardo Rodríguez Herrera,1998-03-30,M,VILUCO,"tos seca, pérdida de olfato",COVID-19,Cutervo
37696732.0,Ángel Carolina Mendoza Vargas,1982-01-07,F,CASERIO BATANCILLO,"tos, dolor de garganta",Gripe,Cutervo
96123927.0,José Diego Sánchez Gutiérrez,1977-10-28,M,CHURAZ,,,Cutervo
37446169.0,Miguel Carolina Torres García,1949-01-04,F,,"tos, congestión nasal, dolor de garganta",Gripe,Cutervo
86347206.0,Jesús Raúl Mendoza Herrera,2003-06-18,M,CASERIO BATANCILLOS,"dificultad para respirar, sibilancias",Alergia,Cutervo
91319567.0,Ángel Olga López Rodríguez,2020-10-06,F,CASERIO EL PORVENIR,"congestión nasal, fiebre",Hipertensión,Cutervo
90044287.0,Patricia Isabel López García,2004-10-24,F,LA LLANGUA,"dolor de cabeza, mareos, visión borrosa",Hipertensión,Cutervo
43526779.0,Verónica David Pérez López,2003-03-16,F,CASERIO SAN JUAN DE CHORRILLOS,"dificultad para respirar, opresión en el pecho, sibilancias",Asma,Cutervo
27607002.0,Carmen Héctor Martínez Silva,2015-02-16,F,CASERIO BATANCILLO,"dificultad para respirar, tos seca",COVID-19,Cutervo
24569691.0,Miguel Raúl López Castillo,1964-02-21,F,CALLAYUC,"ojos llorosos, picazón",Alergia,Cutervo
59640502.0,Sandra Luisa Gutiérrez Herrera,1997-06-04,M,OTRO. COSTADO INSTITUCION EDUCA NRO. PUERTA SN PISO.01,"dolor de garganta, congestión nasal",Gripe,Cutervo
75092447.0,Miguel Gloria Rojas Mendoza,2020-11-10,F,CASERIO SAN JOSE DE LIRIO,tos,,Cutervo
20798099.0,Fernando Diego Silva Gutiérrez,1979-01-26,M,CASERIO SAN ISIDRO,ojos llorosos,Diabetes,Cutervo
80203032.0,Carmen Olga Rodríguez Delgado,2009-02-19,M,CASERIO LA LLANGUA,"dolor abdominal, acidez estomacal",Gastritis,Cutervo
56747640.0,Patricia Olga Pérez García,2009-01-11,M,CASERIO GRAMALOTILLO,"acidez estomacal, náuseas, dolor abdominal",Gastritis,Cutervo
21473458.0,Jorge Laura Mendoza Gutiérrez,2013-09-26,F,OTRO. SAN ISIDRO NRO. PUERTA SN PISO.01,"cansancio, micción frecuente",COVID-19,Cutervo
98920086.0,Yolanda Marco Flores Cruz,2019-03-30,M,OTRO. NUEVO VALLE NRO. PUERTA SN PISO.02,"fiebre, dificultad para respirar",Alergia,Cutervo
46021707.0,Jorge Laura Rodríguez Delgado,2018-06-10,M,OTRO. SAN ISIDRO NRO. PUERTA SN PISO.01,,,Cutervo
50510618.0,Marta Marco Sánchez Mendoza,2001-10-21,M,,"dolor de cabeza, visión borrosa",Migraña,Cutervo
66251366.0,Luis Alberto Rodríguez Delgado,2002-11-17,F,CASERIO SANTA ROSA,"picazón, ojos llorosos, estornudos",Alergia,Cutervo
64915554.0,Jorge Héctor Martínez Rodríguez,2005-01-03,M,CASERIO CHURAZ,"náuseas, dolor de cabeza",Migraña,Cutervo
35780080.0,Miguel Olga Paredes Cruz,2007-05-30,F,CASERIO TOCHE PAMPA,dolor de cabeza,,Cutervo
32792532.0,Marta Claudia Gutiérrez Vargas,1980-10-05,M,SAN JOSE DE LIRIO,"pérdida de olfato, fiebre",COVID-19,Cutervo
72909761.0,Luis Laura Ramírez Sánchez,2020-02-27,M,LA UNION,"mareos, visión borrosa, dolor de cabeza",Hipertensión,Cutervo
15334011.0,María Héctor Torres Herrera,1996-08-03,F,CASERIO CHURAZ,"pérdida de olfato, fiebre, tos seca",COVID-19,Cutervo
13145214.0,Pedro Raúl Castillo Silva,2011-11-01,M,CASERIO YANGUA,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Cutervo
16591720.0,Verónica Martínez Rodríguez,1939-05-15,F,VILUCO,,,Cutervo
53728339.0,Carmen Roberto Castillo González,2015-05-01,F,CHONTAS ALTAS,"cansancio, micción frecuente",Migraña,Cutervo
80016196.0,Pedro Mónica García Paredes,1983-09-25,M,CASERIO SANTA FE,"picazón, estornudos",Alergia,Cutervo
66260180.0,José Eduardo Paredes Castillo,2005-07-25,M,CASERIO SAN JOSE DE LIRIO,"sibilancias, opresión en el pecho",Asma,Cutervo
50342361.0,Carmen Eduardo González Flores,2005-03-13,F,CALLAYUC,"náuseas, sensibilidad a la luz",Gripe,Cutervo
60647380.0,Sandra Diego Gutiérrez Martínez,2021-02-22,F,CASERIO PUQUIO,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
45742769.0,Ángel Diego García Paredes,1993-04-11,M,OTRO. CONGA NRO. PUERTA SN PISO.01,"sibilancias, dificultad para respirar",Asma,Cutervo
25913679.0,Jesús Carolina Martínez Rodríguez,2006-08-11,M,SAN JOSE DE LIRIO,"pérdida de olfato, dificultad para respirar, tos seca",COVID-19,Cutervo
23220869.0,Fernando Natalia Castillo Mendoza,2018-01-16,M,OTRO. VILUCO NRO. PUERTA SN PISO.02 INTERIOR. 0,"sed excesiva, micción frecuente, cansancio",Diabetes,Cutervo
57014890.0,Lucía Mónica Cruz Pérez,1987-09-20,M,CASERIO CUCHEA,"fiebre, tos, congestión nasal",Gripe,Cutervo
86732033.0,Pedro Pablo Herrera Martínez,1979-01-06,F,OTRO. FILA ALTA NRO. PUERTA SN PISO.01,,,Cutervo
79812120.0,Marta Olga Herrera González,1962-06-22,F,EL CUMBE,"mareos, visión borrosa",Hipertensión,Cutervo
32837705.0,Miguel Laura Mendoza Flores,1983-04-01,M,PAMPA GRANDE,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
97960023.0,Patricia Alberto Sánchez Martínez,2007-01-25,F,CASERIO YAPANA,,Hipertensión,Cutervo
84003961.0,Jesús Marco Vargas López,1981-02-06,F,VILUCO,"micción frecuente, cansancio, sed excesiva",Diabetes,Cutervo
88760210.0,Juan Natalia López Cruz,2021-08-30,F,CENTRO POBLADO CCUMBE,"fiebre, tos seca",COVID-19,Cutervo
53181386.0,Patricia Carolina Torres Paredes,1983-10-01,F,EL CUMBE,"fiebre, tos",Gripe,Cutervo
96282794.0,Carmen Roberto Pérez Rodríguez,2013-01-03,F,BATANCILLO,tos,,Cutervo
12289521.0,María Isabel Herrera Mendoza,1998-11-01,M,SAN ANTONIO DE VILUCO,"micción frecuente, cansancio",Diabetes,Cutervo
28411628.0,Patricia Alberto Torres Rojas,1974-01-11,F,CASERIO BATANCILLO,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Cutervo
54077105.0,Fernando Alberto Rojas Sánchez,2004-11-17,M,EL CUMBE,estornudos,Asma,Cutervo
40109607.0,Luis Luisa Ramírez Mendoza,1968-01-03,F,CALLAYUC,tos seca,Migraña,Cutervo
40335170.0,Marta Marco Flores Ramírez,1993-07-05,F,CASERIO CHURAZ,"náuseas, acidez estomacal",Gastritis,Cutervo
48768672.0,Carmen Olga Flores García,2023-04-11,F,SANTA RITA,"micción frecuente, cansancio",Diabetes,Cutervo
54783896.0,Marta David Flores Gutiérrez,1966-09-06,M,CASERIO CHONTAS,"dolor abdominal, náuseas",Gastritis,Cutervo
67796758.0,Jorge Diego Pérez Delgado,1983-01-07,M,OTRO UNION SAN JOSE NRO.SN BLOQUE. PISO.02 INTERIOR.  MZA.  LOTE.,"acidez estomacal, náuseas, dolor abdominal",Gastritis,Cutervo
82976739.0,Carmen Pablo López Cruz,1979-03-10,F,EL CUMBE,"dolor de cabeza, náuseas",Asma,Cutervo
61974739.0,Carlos Diego Rodríguez Flores,1990-04-01,M,SANTA RITA,,,Cutervo
74119601.0,Patricia Laura Vargas Castillo,1969-07-14,F,SANTA RITA,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
40576233.0,Ana Sara Martínez Rojas,1957-10-07,M,OTRO LA LLANGUA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"ojos llorosos, estornudos",Alergia,Cutervo
74516842.0,Jesús Andrés Rodríguez Rojas,1988-01-12,M,,náuseas,Gastritis,Cutervo
39125640.0,Marta Laura Silva Martínez,1976-06-18,F,CASERIO CUCHEA,"dolor de cabeza, mareos",Hipertensión,Cutervo
